ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
002881.SZ,20260331,20251231,上海兆格企业管理中心(有限合伙),26248240.0,10.0278,14.4281,0.0,一般企业
002881.SZ,20260331,20251231,王平,25604390.0,9.7818,14.0742,0.0,自然人
002881.SZ,20260331,20251231,胡培泽,9731400.0,3.7177,5.3491,0.0,自然人
002881.SZ,20260331,20251231,深圳市凤凰山文化旅游投资有限公司,7811627.0,2.9843,4.2939,0.0,投资公司
002881.SZ,20260331,20251231,黄卫东,1748400.0,0.668,0.9611,0.0,自然人
002881.SZ,20260331,20251231,招商银行股份有限公司-南方中证1000交易型开放式指数证券投资基金,1205100.0,0.4604,0.6624,8000.0,开放式投资基金
002881.SZ,20260331,20251231,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,951530.0,0.3635,0.523,163600.0,开放式投资基金
002881.SZ,20260331,20251231,香港中央结算有限公司,785165.0,0.3,0.4316,-466182.0,一般企业
002881.SZ,20260331,20251231,招商银行股份有限公司-华夏中证1000交易型开放式指数证券投资基金,758500.0,0.2898,0.4169,47100.0,开放式投资基金
002881.SZ,20260331,20251231,中国工商银行股份有限公司-博时科创板三年定期开放混合型证券投资基金,617254.0,0.2358,0.3393,-96500.0,开放式投资基金
002881.SZ,20251028,20250930,上海兆格企业管理中心(有限合伙),26248240.0,9.9944,14.3616,0.0,一般企业
002881.SZ,20251028,20250930,招商银行股份有限公司-南方中证1000交易型开放式指数证券投资基金,1197100.0,0.4558,0.655,-16400.0,开放式投资基金
002881.SZ,20251028,20250930,黄卫东,1748400.0,0.6657,0.9566,-10000.0,自然人
002881.SZ,20251028,20250930,深圳市凤凰山文化旅游投资有限公司,7811627.0,2.9744,4.2741,0.0,投资公司
002881.SZ,20251028,20250930,招商银行股份有限公司-华夏中证1000交易型开放式指数证券投资基金,711400.0,0.2709,0.3892,-1400.0,开放式投资基金
002881.SZ,20251028,20250930,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,787930.0,0.3,0.4311,,开放式投资基金
002881.SZ,20251028,20250930,中国工商银行股份有限公司-博时科创板三年定期开放混合型证券投资基金,713754.0,0.2718,0.3905,0.0,开放式投资基金
