ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
688080.SH,20260422,20251231,李明,14683018.0,19.9345,19.9345,0.0,自然人
688080.SH,20260422,20251231,李红雨,5819982.0,7.9015,7.9016,0.0,自然人
688080.SH,20260422,20251231,韩传俊,3144273.0,4.2688,4.2689,-8000.0,自然人
688080.SH,20260422,20251231,李丰新,1857000.0,2.5211,2.5212,507000.0,自然人
688080.SH,20260422,20251231,姚立生,1482618.0,2.0128,2.0129,0.0,自然人
688080.SH,20260422,20251231,司绍华,780000.0,1.0589,1.059,0.0,自然人
688080.SH,20260422,20251231,吴萍,725500.0,0.9849,0.985,244800.0,自然人
688080.SH,20260422,20251231,谢宏,680000.0,0.9232,0.9232,0.0,自然人
688080.SH,20260422,20251231,中电科投资控股有限公司,611842.0,0.8306,0.8307,,投资公司
688080.SH,20260422,20251231,杨颖,561450.0,0.7622,0.7623,0.0,自然人
688080.SH,20251028,20250930,韩传俊,3152273.0,4.2797,4.2797,-20000.0,自然人
688080.SH,20251028,20250930,姚立生,1482618.0,2.0128,2.0129,-1460000.0,自然人
688080.SH,20251028,20250930,谢宏,680000.0,0.9232,0.9232,,自然人
688080.SH,20251028,20250930,杨颖,561450.0,0.7622,0.7623,,自然人
688080.SH,20251028,20250930,吴萍,480700.0,0.6526,0.6526,,自然人
688080.SH,20250822,20250630,中国工商银行-易方达价值成长混合型证券投资基金,800103.0,1.0833,1.0834,,开放式投资基金
688080.SH,20250423,20250331,李明,14670418.0,19.8646,19.8647,0.0,自然人
688080.SH,20250423,20250331,姚立生,2942618.0,3.9844,3.9845,0.0,自然人
688080.SH,20250423,20250331,李红雨,5807382.0,7.8635,7.8636,0.0,自然人
688080.SH,20250423,20250331,常州德丰杰清洁技术创业投资中心(有限合伙),1629071.0,2.2058,2.2059,-228970.0,风险投资公司
688080.SH,20250423,20250331,北京飞图开元创业投资中心(有限合伙),1100400.0,1.49,1.49,0.0,风险投资公司
688080.SH,20250423,20250331,韩传俊,3172273.0,4.2954,4.2955,0.0,自然人
688080.SH,20250423,20250331,王兆英,1310277.0,1.7741,1.7742,,自然人
688080.SH,20250423,20250331,大家人寿保险股份有限公司-万能产品,1062400.0,1.4385,1.4386,0.0,保险投资组合
688080.SH,20250423,20241231,北京飞图开元创业投资中心(有限合伙),1100400.0,1.49,1.49,0.0,风险投资公司
688080.SH,20250423,20241231,李明,14670418.0,19.8646,19.8647,12600.0,自然人
688080.SH,20250423,20241231,姚立生,2942618.0,3.9844,3.9845,0.0,自然人
688080.SH,20241025,20240930,李红雨,5794782.0,7.8731,7.8732,0.0,自然人
688080.SH,20241025,20240930,韩传俊,3172273.0,4.31,4.3101,0.0,自然人
688080.SH,20241025,20240930,姚立生,2942618.0,3.998,3.998,0.0,自然人
688080.SH,20241025,20240930,深圳市优尼科投资管理合伙企业(有限合伙)-深圳南山阿斯特创新股权投资基金合伙企业(有限合伙),2581600.0,3.5075,3.5075,0.0,风险投资公司
688080.SH,20241025,20240930,北京飞图开元创业投资中心(有限合伙),1100400.0,1.495,1.4951,0.0,风险投资公司
688080.SH,20241025,20240930,徐跃烈,1041553.0,1.4151,1.4151,41547.0,自然人
688080.SH,20241025,20240930,宁波梅山保税港区天鹰合鼎创业投资合伙企业(有限合伙),989089.0,1.3438,1.3438,0.0,风险投资公司
688080.SH,20240907,20240905,北京飞图开元创业投资中心(有限合伙),1100400.0,1.495,1.4951,0.0,风险投资公司
