ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
300098.SZ,20260418,20251231,刘双广,65146140.0,3.7488,4.2255,0.0,自然人
300098.SZ,20260418,20251231,王云兰,42318280.0,2.4352,2.7448,0.0,自然人
300098.SZ,20260418,20251231,香港中央结算有限公司,33550349.0,1.9306,2.1761,998168.0,一般企业
300098.SZ,20260418,20251231,傅天耀,16556138.0,0.9527,1.0739,0.0,自然人
300098.SZ,20260418,20251231,招商银行股份有限公司-南方中证1000交易型开放式指数证券投资基金,15944200.0,0.9175,1.0342,,开放式投资基金
300098.SZ,20260418,20251231,石河子网维投资普通合伙企业,13732239.0,0.7902,0.8907,0.0,投资公司
300098.SZ,20260418,20251231,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,12588500.0,0.7244,0.8165,,开放式投资基金
300098.SZ,20260418,20251231,周争,10574300.0,0.6085,0.6859,1.0,自然人
300098.SZ,20260418,20251231,招商银行股份有限公司-华夏中证1000交易型开放式指数证券投资基金,10072327.0,0.5796,0.6533,,开放式投资基金
300098.SZ,20260418,20251231,中国工商银行股份有限公司-广发中证1000交易型开放式指数证券投资基金,7247700.0,0.4171,0.4701,,开放式投资基金
300098.SZ,20251029,20250930,林瀚,5930601.0,0.3413,0.3847,-4238000.0,自然人
300098.SZ,20251029,20250930,石河子网维投资普通合伙企业,13732239.0,0.7902,0.8907,0.0,投资公司
300098.SZ,20251029,20250930,王云兰,42318280.0,2.4352,2.7448,0.0,自然人
300098.SZ,20251029,20250930,傅天耀,16556138.0,0.9527,1.0739,0.0,自然人
300098.SZ,20251029,20250930,周争,10574299.0,0.6085,0.6859,-1.0,自然人
300098.SZ,20251029,20250930,深圳招银电信股权投资基金管理有限公司-深圳招银电信新趋势股权投资基金合伙企业(有限合伙),4624387.0,0.2661,0.2999,-1081600.0,风险投资公司
300098.SZ,20251029,20250930,中国建设银行股份有限公司-广发量化多因子灵活配置混合型证券投资基金,4973600.0,0.2862,0.3226,,开放式投资基金
300098.SZ,20251029,20250930,香港中央结算有限公司,32552181.0,1.8732,2.1114,13875171.0,一般企业
300098.SZ,20251029,20250930,陈晶,5200300.0,0.2992,0.3373,,自然人
300098.SZ,20251029,20250930,刘双广,65146140.0,3.7488,4.2255,0.0,自然人
300098.SZ,20250819,20250630,傅天耀,16556138.0,0.9527,1.0739,1954500.0,自然人
300098.SZ,20250819,20250630,石河子网维投资普通合伙企业,13732239.0,0.7902,0.8907,0.0,投资公司
300098.SZ,20250819,20250630,周争,10574300.0,0.6085,0.6859,0.0,自然人
300098.SZ,20250819,20250630,林瀚,10168601.0,0.5851,0.6596,92.0,自然人
300098.SZ,20250819,20250630,深圳招银电信股权投资基金管理有限公司-深圳招银电信新趋势股权投资基金合伙企业(有限合伙),5705987.0,0.3283,0.3701,0.0,风险投资公司
300098.SZ,20250819,20250630,杨涛,4350900.0,0.2504,0.2822,70000.0,自然人
300098.SZ,20250819,20250630,基本养老保险基金九零三组合,4040800.0,0.2325,0.2621,,基本养老保险基金
300098.SZ,20250819,20250630,刘双广,65146140.0,3.7488,4.2255,0.0,自然人
300098.SZ,20250819,20250630,王云兰,42318280.0,2.4352,2.7448,0.0,自然人
300098.SZ,20250819,20250630,香港中央结算有限公司,18677010.0,1.0748,1.2114,6015671.0,一般企业
300098.SZ,20250429,20250331,王云兰,42318280.0,2.4352,2.7448,0.0,自然人
300098.SZ,20250429,20250331,傅天耀,14601638.0,0.8402,0.9471,1228100.0,自然人
300098.SZ,20250429,20250331,石河子网维投资普通合伙企业,13732239.0,0.7902,0.8907,0.0,投资公司
300098.SZ,20250429,20250331,香港中央结算有限公司,12661339.0,0.7286,0.8212,-4138546.0,一般企业
300098.SZ,20250429,20250331,周争,10574300.0,0.6085,0.6859,0.0,自然人
300098.SZ,20250429,20250331,林瀚,10168509.0,0.5851,0.6595,95.0,自然人
300098.SZ,20250429,20250331,深圳招银电信股权投资基金管理有限公司-深圳招银电信新趋势股权投资基金合伙企业(有限合伙),5705987.0,0.3283,0.3701,-1161700.0,风险投资公司
300098.SZ,20250429,20250331,杨涛,4280900.0,0.2463,0.2777,,自然人
300098.SZ,20250429,20250331,王艳华,3600100.0,0.2072,0.2335,,自然人
300098.SZ,20250429,20250331,刘双广,65146140.0,3.7488,4.2255,0.0,自然人
300098.SZ,20250419,20241231,王云兰,42318280.0,2.4352,2.7448,-8164200.0,自然人
300098.SZ,20250419,20241231,香港中央结算有限公司,16799885.0,0.9667,1.0897,-1859085.0,一般企业
300098.SZ,20250419,20241231,周群,8002295.0,0.4605,0.519,,自然人
300098.SZ,20250419,20241231,石河子网维投资普通合伙企业,13732239.0,0.7902,0.8907,0.0,投资公司
300098.SZ,20250419,20241231,深圳招银电信股权投资基金管理有限公司-深圳招银电信新趋势股权投资基金合伙企业(有限合伙),6867687.0,0.3952,0.4454,-14507955.0,风险投资公司
300098.SZ,20250419,20241231,傅天耀,13373538.0,0.7696,0.8674,-4710000.0,自然人
300098.SZ,20250419,20241231,范小良,4090000.0,0.2354,0.2653,,自然人
300098.SZ,20250419,20241231,周争,10574300.0,0.6085,0.6859,-433.0,自然人
300098.SZ,20250419,20241231,林瀚,10168414.0,0.5851,0.6595,,自然人
300098.SZ,20250419,20241231,刘双广,65146140.0,3.7488,4.2255,0.0,自然人
300098.SZ,20241030,20240930,刘双广,65146140.0,3.7488,4.2255,0.0,自然人
300098.SZ,20240830,20240630,刘双广,65146140.0,3.7488,4.2255,0.0,自然人
300098.SZ,20240429,20240331,刘双广,65146140.0,3.7488,4.2255,0.0,自然人
300098.SZ,20240429,20240331,王云兰,54932080.0,3.161,3.563,0.0,自然人
300098.SZ,20240429,20240331,深圳招银电信股权投资基金管理有限公司-深圳招银电信新趋势股权投资基金合伙企业(有限合伙),30561342.0,1.7586,1.9823,0.0,风险投资公司
300098.SZ,20240429,20240331,傅天耀,17163538.0,0.9877,1.1133,1480300.0,自然人
300098.SZ,20240429,20240331,香港中央结算有限公司,14849961.0,0.8545,0.9632,6961135.0,一般企业
300098.SZ,20240429,20240331,石河子网维投资普通合伙企业,13732239.0,0.7902,0.8907,0.0,投资公司
